1603471400447821364,192,59,1
1603471400451606364,226,25,1
1603471400451607364,155,120,1
1603471400451608364,16,132,1
1603471400451608364,35,163,1
1603471400451608364,73,168,1
1603471400451609364,33,170,1
1603471400451609364,119,174,1
1603471400451609364,119,125,1
1603471400451609364,169,118,1
1603471400451610364,51,80,1
1603471400451610364,110,82,1
1603471400451610364,111,75,1
1603471400451610364,38,74,1
1603471400451611364,94,72,1
1603471400451611364,121,72,1
1603471400451611364,44,78,1
1603471400451611364,178,78,1
1603471400451612364,158,79,1
1603471400451612364,139,76,1
1603471400451612364,79,77,1
1603471400451612364,82,66,1
1603471400451612364,90,66,1
1603471400451613364,157,71,1
1603471400451613364,123,43,1
1603471400451613364,17,42,1
1603471400451614364,158,40,1
1603471400451614364,23,41,1
1603471400451615364,69,47,1
1603471400451615364,132,46,1
1603471400451615364,107,45,1
1603471400451616364,94,44,1
1603471400451617364,77,37,1
1603471400451617364,149,37,1
1603471400451617364,37,36,1
1603471400451617364,1,38,1
1603471400451617364,215,38,1
1603471400451618364,86,39,1
1603471400451618364,113,34,1
1603471400451618364,3,35,1
1603471400451618364,65,35,1
1603471400451619364,171,33,1
1603471400451619364,184,33,1
1603471400451619364,144,32,1
1603471400451619364,89,52,1
1603471400451620364,128,53,1
1603471400451620364,14,55,1
1603471400451620364,228,55,1
1603471400451620364,31,54,1
1603471400451620364,74,54,1
1603471400451620364,136,54,1
1603471400451621364,0,49,1
1603471400451621364,97,49,1
1603471400451621364,99,49,1
1603471400451621364,236,49,1
1603471400451622364,88,48,1
1603471400451622364,94,50,1
1603471400451622364,117,50,1
1603471400451622364,150,50,1
1603471400451622364,177,50,1
1603471400451624364,79,51,1
1603471400451624364,71,56,1
1603471400451624364,98,57,1
1603471400451624364,234,59,1
1603471400451625364,176,58,1
1603471400451626364,115,63,1
1603471400451626364,25,62,1
1603471400451626364,119,62,1
1603471400451626364,70,60,1
1603471400451629364,156,1,1
1603471400451629364,197,1,1
1603471400451631364,5,0,1
1603471400451631364,60,2,1
1603471400451634364,94,6,1
1603471400451634364,35,7,1
1603471400451635364,88,5,1
1603471400451635364,49,4,1
1603471400451635364,30,14,1
1603471400451637364,31,15,1
1603471400451641364,50,13,1
1603471400451651364,142,23,1
1603471400451651364,172,22,1
1603471400451651364,234,21,1
1603471400451654364,198,19,1
1603471400451660364,155,17,1
1603471400451660364,175,25,1
1603471400451660364,230,25,1
1603471400451664364,97,26,1
1603471400451678364,217,147,1
1603471400451698364,80,157,1
1603471400451712364,203,128,1
1603471400451719364,237,135,1
1603471400451721364,52,132,1
1603471400451761364,182,176,1
1603471400491063364,3,18,1
1603471400494675364,92,139,1
1603471400494675364,7,44,1
1603471400494675364,79,138,1
1603471400494675364,74,120,1
1603471400494676364,129,178,1
1603471400494676364,223,174,1
1603471400494676364,95,76,1
1603471400494677364,51,66,1
1603471400494677364,199,80,1
1603471400494677364,76,114,1
1603471400494677364,190,127,1
1603471400494678364,167,124,1
1603471400494678364,205,108,1
1603471400494678364,192,111,1
1603471400494678364,1,103,1
1603471400494679364,18,96,1
1603471400494679364,67,49,1
1603471400494679364,36,48,1
1603471400494680364,168,50,1
1603471400494680364,153,51,1
1603471400494680364,165,55,1
1603471400494680364,211,55,1
1603471400494681364,119,54,1
1603471400494681364,79,52,1
1603471400494683364,211,60,1
1603471400494683364,128,61,1
1603471400494684364,141,62,1
1603471400494684364,89,63,1
1603471400494685364,32,56,1
1603471400494685364,40,57,1
1603471400494686364,68,58,1
1603471400494687364,124,59,1
1603471400494687364,29,32,1
1603471400494687364,64,32,1
1603471400494687364,112,32,1
1603471400494688364,117,33,1
1603471400494688364,137,34,1
1603471400494689364,13,35,1
1603471400494690364,18,36,1
1603471400494692364,31,37,1
1603471400494699364,9,41,1
1603471400494701364,61,43,1
1603471400494715364,105,7,1
1603471400494718364,50,5,1
1603471400494725364,122,0,1
1603471400494748364,176,26,1
1603471400494756364,100,30,1
1603471400494781364,110,131,1
1603471400537740364,95,65,1
1603471400537741364,188,139,1
1603471400537741364,65,52,1
1603471400537741364,4,10,1
1603471400537742364,23,82,1
1603471400537742364,1,40,1
1603471400537742364,88,40,1
1603471400537742364,39,135,1
1603471400537743364,147,146,1
1603471400537743364,181,119,1
1603471400537743364,114,104,1
1603471400537743364,17,111,1
1603471400537744364,122,72,1
1603471400537744364,57,68,1
1603471400537744364,119,71,1
1603471400537745364,86,65,1
1603471400537745364,44,66,1
1603471400537745364,59,95,1
1603471400537745364,100,93,1
1603471400537746364,50,89,1
1603471400537746364,112,82,1
1603471400537746364,66,83,1
1603471400537747364,44,80,1
1603471400537747364,3,81,1
1603471400537747364,2,41,1
1603471400537747364,85,40,1
1603471400537748364,71,43,1
1603471400537748364,5,42,1
1603471400537748364,67,42,1
1603471400537748364,80,45,1
1603471400537749364,101,44,1
1603471400537749364,190,44,1
1603471400537749364,74,47,1
1603471400537749364,117,46,1
1603471400537750364,32,38,1
1603471400537750364,17,39,1
1603471400537750364,178,36,1
1603471400537750364,60,37,1
1603471400537751364,0,33,1
1603471400537751364,217,33,1
1603471400537751364,40,32,1
1603471400537751364,35,35,1
1603471400537751364,42,35,1
1603471400537752364,142,34,1
1603471400537752364,43,55,1
1603471400537752364,61,55,1
1603471400537752364,16,54,1
1603471400537752364,180,54,1
1603471400537753364,29,53,1
1603471400537753364,190,52,1
1603471400537753364,65,50,1
1603471400537754364,99,51,1
1603471400537754364,135,49,1
1603471400537754364,216,49,1
1603471400537755364,119,48,1
1603471400537755364,192,60,1
1603471400537755364,59,61,1
1603471400537756364,57,62,1
1603471400537756364,200,62,1
1603471400537757364,188,63,1
1603471400537757364,201,57,1
1603471400537758364,85,56,1
1603471400537758364,157,58,1
1603471400537761364,4,22,1
1603471400537761364,150,22,1
1603471400537761364,55,23,1
1603471400537761364,34,20,1
1603471400537761364,80,21,1
