1581957114205402936,238,91,0
1581957114206890936,122,11,0
1581957114207559936,130,7,0
1581957114207705936,235,88,0
1581957114207865936,123,9,0
1581957114207909936,126,5,0
1581957114208506936,128,9,0
1581957114208821936,122,5,0
1581957114208883936,141,8,0
1581957114209186936,235,89,1
1581957114209214936,126,14,0
1581957114209214936,236,89,0
1581957114209816936,125,13,0
1581957114216885936,122,4,0
1581957114220001936,122,9,0
1581957114220768936,122,7,1
1581957114220941936,238,88,0
1581957114221335936,237,89,0
1581957114223664936,239,90,0
1581957114229858936,122,6,0
1581957114230355936,123,4,0
1581957114231382936,122,10,0
1581957114233742936,123,8,0
1581957114236313936,238,92,0
1581957114244706936,124,6,1
1581957114244724936,44,113,1
1581957114244724936,205,1,1
1581957114244728936,225,64,1
1581957114244735936,179,115,1
1581957114244736936,233,149,1
1581957114244736936,222,113,1
1581957114244738936,49,60,1
1581957114244740936,27,136,1
1581957114244740936,203,151,1
1581957114244741936,83,126,1
1581957114244743936,81,33,1
1581957114244743936,163,72,1
1581957114244748936,13,165,1
1581957114244764936,163,100,1
1581957114244776936,72,135,1
1581957114247006936,237,90,0
1581957114247016936,121,11,0
1581957114248184936,121,4,0
1581957114248822936,235,90,0
1581957114249000936,127,6,0
1581957114249416936,239,93,0
1581957114249894936,236,91,0
1581957114249929936,237,87,1
1581957114250797936,234,88,0
1581957114251105936,129,9,0
1581957114251532936,129,5,0
1581957114251762936,18,5,0
1581957114251794936,234,90,0
1581957114251926936,121,8,0
1581957114252278936,122,5,0
1581957114252318936,119,8,0
1581957114252398936,238,93,0
1581957114252414936,232,90,1
1581957114252535936,120,4,0
1581957114252536936,233,90,1
1581957114252843936,237,91,0
1581957114252862936,236,92,1
1581957114252999936,126,12,0
1581957114261506936,232,89,0
1581957114262469936,130,11,0
1581957114262730936,136,4,0
1581957114263572936,131,7,0
1581957114264641936,128,5,1
1581957114268794936,124,5,1
1581957114276052936,122,4,0
1581957114276810936,127,4,0
1581957114278903936,128,4,1
1581957114280277936,236,94,0
1581957114281475936,128,11,1
1581957114284280936,239,94,1
1581957114287774936,126,10,1
1581957114287779936,138,3,1
1581957114287779936,156,14,1
1581957114287788936,222,138,1
1581957114287789936,238,80,1
1581957114287789936,86,15,1
1581957114287789936,216,0,1
1581957114287790936,162,7,1
1581957114287791936,64,0,1
1581957114287791936,125,146,1
1581957114287792936,54,32,1
1581957114287793936,3,18,1
1581957114287793936,221,14,1
1581957114287794936,174,135,1
1581957114287794936,99,19,1
1581957114287795936,97,78,1
1581957114287795936,155,54,1
1581957114287796936,177,142,1
1581957114287796936,137,156,1
1581957114287796936,92,139,1
1581957114287797936,29,98,1
1581957114287797936,168,173,1
1581957114287797936,194,168,1
1581957114287798936,28,43,1
1581957114287798936,96,48,1
1581957114287799936,239,3,1
1581957114287800936,222,80,1
1581957114287801936,195,126,1
1581957114287803936,127,17,1
1581957114287803936,209,118,1
1581957114287803936,192,57,1
1581957114287804936,203,126,1
1581957114287804936,135,38,1
1581957114287807936,198,126,1
1581957114287807936,186,110,1
1581957114287807936,15,179,1
1581957114287808936,104,116,1
1581957114287809936,179,159,1
1581957114287811936,180,98,1
1581957114287812936,214,34,1
1581957114287812936,155,35,1
1581957114287812936,233,114,1
1581957114287814936,144,144,1
1581957114287820936,209,130,1
1581957114287821936,113,162,1
1581957114287822936,42,43,1
1581957114287832936,178,179,1
1581957114289643936,232,88,0
1581957114289908936,233,89,0
1581957114291199936,237,94,1
1581957114292436936,238,94,1
1581957114292848936,234,93,0
1581957114293241936,123,4,0
1581957114294003936,132,4,0
1581957114294179936,141,7,0
1581957114294627936,122,6,1
1581957114294838936,230,90,0
1581957114295142936,232,92,1
1581957114295255936,122,12,0
1581957114295515936,121,10,0
1581957114295678936,236,90,0
1581957114295681936,234,87,1
1581957114301129936,123,5,0
1581957114304106936,123,7,0
1581957114304189936,236,93,0
1581957114305140936,136,6,0
1581957114306974936,236,95,0
1581957114312056936,234,89,1
1581957114315621936,237,95,1
1581957114317582936,123,6,0
1581957114318048936,233,88,1
1581957114318443936,235,93,0
1581957114318827936,127,3,0
1581957114319958936,123,8,0
1581957114320651936,124,9,0
1581957114322525936,231,89,0
1581957114322600936,234,92,0
1581957114326136936,130,10,0
1581957114327453936,232,87,0
1581957114327643936,239,87,1
1581957114330840936,116,5,1
1581957114330841936,239,89,1
1581957114330842936,236,90,1
1581957114330847936,134,1,1
1581957114330848936,237,90,1
1581957114330848936,238,90,1
1581957114330850936,194,15,1
1581957114330850936,239,82,1
1581957114330852936,239,90,1
1581957114330853936,127,10,1
1581957114330853936,126,11,1
1581957114330855936,151,100,1
1581957114330856936,12,17,1
1581957114330857936,216,170,1
1581957114330857936,193,111,1
1581957114330858936,238,88,1
1581957114330860936,235,164,1
1581957114330861936,141,168,1
1581957114330864936,65,117,1
1581957114330864936,185,176,1
1581957114330865936,117,24,1
1581957114330865936,118,30,1
1581957114330865936,238,74,1
1581957114330865936,192,144,1
1581957114330866936,94,114,1
1581957114330866936,98,125,1
1581957114330866936,57,131,1
1581957114330867936,234,87,1
1581957114330867936,40,15,1
1581957114330867936,133,99,1
1581957114330869936,124,6,1
1581957114330869936,160,48,1
1581957114330872936,23,119,1
1581957114330874936,178,162,1
