1603471544534424364,3,18,1
1603471544554460364,50,0,1
1603471544554460364,81,76,1
1603471544554460364,85,154,1
1603471544554460364,43,49,1
1603471544554461364,53,85,1
1603471544554461364,78,172,1
1603471544554461364,186,48,1
1603471544554462364,58,154,1
1603471544554462364,56,10,1
1603471544554462364,112,64,1
1603471544554462364,107,66,1
1603471544554463364,141,78,1
1603471544554463364,140,73,1
1603471544554463364,157,93,1
1603471544554464364,192,84,1
1603471544554464364,117,87,1
1603471544554465364,192,111,1
1603471544554465364,112,109,1
1603471544554465364,106,105,1
1603471544554466364,164,101,1
1603471544554466364,188,99,1
1603471544554466364,211,98,1
1603471544554468364,91,96,1
1603471544554468364,86,118,1
1603471544554468364,93,118,1
1603471544554469364,156,119,1
1603471544554469364,108,117,1
1603471544554470364,166,116,1
1603471544554470364,124,112,1
1603471544554471364,167,115,1
1603471544554474364,153,114,1
1603471544554474364,102,124,1
1603471544554474364,46,125,1
1603471544554474364,170,125,1
1603471544554476364,74,127,1
1603471544554479364,120,123,1
1603471544554488364,110,140,1
1603471544578491364,182,176,1
1603471544597527364,82,60,1
1603471544597528364,228,89,1
1603471544597529364,40,20,1
1603471544597530364,195,95,1
1603471544597530364,129,120,1
1603471544597530364,200,130,1
1603471544597531364,35,72,1
1603471544597531364,226,113,1
1603471544597531364,37,18,1
1603471544597532364,84,30,1
1603471544597532364,7,34,1
1603471544597532364,123,43,1
1603471544597532364,128,54,1
1603471544597533364,153,59,1
1603471544597533364,78,132,1
1603471544597533364,102,132,1
1603471544597533364,214,135,1
1603471544597534364,106,140,1
1603471544597534364,45,136,1
1603471544597534364,77,138,1
1603471544597534364,15,154,1
1603471544597535364,201,155,1
1603471544597535364,151,157,1
1603471544597535364,232,157,1
1603471544597536364,47,156,1
1603471544597536364,162,159,1
1603471544597536364,126,144,1
1603471544597537364,68,145,1
1603471544597537364,239,145,1
1603471544597538364,57,146,1
1603471544640590364,3,18,1
1603471544640594364,191,82,1
1603471544640596364,203,33,1
1603471544640597364,129,153,1
1603471544640597364,145,140,1
1603471544640597364,200,18,1
1603471544640598364,30,47,1
1603471544640598364,164,13,1
1603471544640598364,218,50,1
1603471544640598364,219,33,1
1603471544640599364,128,100,1
1603471544640599364,223,106,1
1603471544640599364,134,125,1
1603471544640600364,29,123,1
1603471544640600364,130,121,1
1603471544640600364,204,114,1
1603471544640600364,141,112,1
1603471544640601364,63,118,1
1603471544640601364,10,164,1
1603471544640601364,229,177,1
1603471544640602364,125,176,1
1603471544640602364,225,168,1
1603471544640602364,213,169,1
1603471544640602364,183,171,1
1603471544640603364,190,170,1
1603471544640604364,117,172,1
1603471544640605364,157,175,1
1603471544640607364,17,174,1
1603471544640607364,70,150,1
1603471544640608364,48,151,1
1603471544646326364,0,100,0
1603471544646912364,0,104,0
1603471544647214364,0,101,0
1603471544648364364,0,105,0
1603471544649708364,0,93,1
1603471544649738364,0,94,1
1603471544650494364,0,98,1
1603471544650494364,0,97,1
1603471544650523364,0,96,1
1603471544650838364,0,92,1
1603471544651165364,0,95,1
1603471544651896364,0,100,1
1603471544652357364,0,99,1
1603471544653008364,0,101,1
1603471544655662364,0,104,1
1603471544656020364,0,107,0
1603471544656126364,1,94,1
1603471544656154364,1,96,1
1603471544656198364,0,102,1
1603471544656542364,1,95,1
1603471544656734364,0,103,1
1603471544657017364,0,108,0
1603471544657058364,1,93,1
1603471544657226364,1,97,1
1603471544657468364,1,92,1
1603471544657492364,0,95,0
1603471544657763364,0,94,0
1603471544657971364,2,102,0
1603471544658010364,0,92,0
1603471544658013364,0,93,0
1603471544658065364,0,96,0
1603471544658275364,0,111,0
1603471544658502364,1,98,1
1603471544658642364,0,97,0
1603471544659337364,0,109,0
1603471544659391364,0,110,0
1603471544659432364,0,105,1
1603471544659507364,2,111,0
1603471544659635364,1,99,1
1603471544660092364,0,98,0
1603471544660136364,0,99,0
1603471544660470364,2,94,1
1603471544660545364,2,93,1
1603471544660771364,4,102,0
1603471544661022364,1,101,1
1603471544661151364,2,95,1
1603471544661190364,1,103,1
1603471544661439364,2,92,1
1603471544661654364,0,119,0
1603471544661863364,2,96,1
1603471544662328364,2,97,1
1603471544662444364,0,107,1
1603471544662784364,0,100,0
1603471544662856364,1,100,1
1603471544662874364,2,99,1
1603471544663167364,0,101,0
1603471544663392364,0,106,1
1603471544663412364,0,102,0
1603471544663437364,1,94,0
1603471544663744364,1,93,0
1603471544664238364,2,98,1
1603471544664318364,1,92,0
1603471544664325364,0,108,1
1603471544664711364,1,104,1
1603471544664737364,1,102,1
1603471544664873364,1,95,0
1603471544665201364,1,97,0
1603471544665242364,2,100,1
1603471544665387364,0,103,0
1603471544665655364,2,101,1
1603471544666014364,2,102,1
1603471544666154364,1,96,0
1603471544666261364,1,98,0
1603471544666382364,1,99,0
1603471544666399364,1,105,1
1603471544666629364,0,109,1
1603471544667021364,3,94,1
1603471544667351364,1,100,0
1603471544667462364,1,106,1
1603471544667649364,0,96,1
1603471544667679364,0,97,1
1603471544667729364,0,93,1
1603471544667776364,3,96,1
1603471544668227364,3,99,1
1603471544668269364,0,94,1
1603471544668285364,1,101,0
1603471544668365364,3,92,1
1603471544668435364,3,93,1
1603471544668460364,0,95,1
1603471544668510364,0,98,1
1603471544668576364,2,104,1
1603471544668702364,3,97,1
1603471544668721364,0,104,0
1603471544668920364,0,118,0
1603471544668922364,2,103,1
1603471544668951364,0,110,1
1603471544668957364,3,95,1
1603471544669004364,3,98,1
1603471544669299364,1,102,0
1603471544669424364,2,94,0
1603471544669624364,2,96,0
1603471544669824364,0,92,1
1603471544669946364,2,95,0
1603471544669974364,2,97,0
1603471544670007364,3,100,1
1603471544670365364,2,93,0
1603471544670681364,0,113,0
1603471544670684364,0,105,0
1603471544670763364,2,98,0
1603471544670878364,2,110,0
1603471544670906364,2,92,0
1603471544671101364,0,106,0
1603471544671515364,2,99,0
1603471544671732364,2,100,0
1603471544671748364,0,91,1
1603471544671927364,1,103,0
1603471544672104364,4,95,1
1603471544672130364,0,98,0
1603471544672187364,1,107,1
1603471544672426364,3,101,1
1603471544672471364,1,104,0
1603471544672472364,4,97,1
1603471544672486364,2,105,1
1603471544672721364,4,94,1
1603471544672728364,4,98,1
1603471544672834364,1,109,1
1603471544672860364,4,92,1
1603471544672899364,4,93,1
1603471544673045364,2,101,0
1603471544673065364,0,96,1
1603471544673224364,4,96,1
1603471544673576364,0,102,1
1603471544673614364,1,96,1
1603471544673648364,0,111,1
1603471544673655364,0,93,1
1603471544673846364,1,95,1
1603471544673888364,1,97,1
1603471544673916364,3,102,1
1603471544674020364,0,90,1
1603471544674081364,1,108,1
1603471544674434364,2,102,0
1603471544674451364,0,107,0
1603471544674462364,1,94,1
1603471544674551364,4,99,1
1603471544674583364,3,103,1
1603471544674655364,2,106,1
